pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
F09_170131,NODE_F09_MZ_ESC1_TP,PLF_F09_GR_GREENBELT,1,1,248.0027869,54,,,,Green Line Greenbelt,Exit
F09_170132,NODE_F09_MZ_ESC1_TP,PLF_F09_GR_BRANCH_AVE,1,1,247.3208532,54,,,,Green Line Branch Ave,Exit
F09_170134,NODE_F09_MZ_FG_PAID,NODE_F09_MZ_ESC1_BT,1,1,86.35246801,19,,,,,
F09_170135,NODE_F09_MZ_ESC1_BT,NODE_F09_MZ_ESC1_TP,4,0,81.54384668,41,,,,To Trains,
F09_170136,NODE_F09_MZ_ESC1_TP,NODE_F09_MZ_ESC1_BT,2,1,81.40233046,54,50,,,,
F09_170137,NODE_F09_MZ_FG_PAID,NODE_F09_MZ_ESC2_BT,1,1,61.47541495,13,,,,,
F09_170138,NODE_F09_MZ_ESC2_BT,NODE_F09_MZ_ESC2_TP,2,1,66.76961877,45,50,,,To Trains,
F09_170139,NODE_F09_MZ_ESC2_TP,NODE_F09_MZ_ESC2_BT,4,0,66.90652637,33,,,,,
F09_170128,PLF_F09_GR_GREENBELT,PF_F09_C,1,1,48.86101171,11,,,,,
F09_170130,PLF_F09_GR_BRANCH_AVE,PF_F09_C,1,1,48.74183736,11,,,,,
F08_169010,NODE_F08_MZ_ESC1_TP,NODE_F08_MZ_ESC1_BT,4,0,35.74373601,18,,,,,To Parking
F08_169011,NODE_F08_MZ_ESC1_BT,NODE_F08_MZ_ESC1_TP,4,0,35.76867709,18,,,,To Parking,
F08_169012,NODE_F08_MZ_ESC1_BT,NODE_F08_MZ,1,1,46.08908234,31,,,,To Trains,To Parking Structure
F08_169013,NODE_F08_MZ_ESC1_TP,NODE_F08_MZ_ELE1_TP,1,1,53.79158205,36,,,,Southern Ave Station Wheelchair Accessible Elevator to Mezzanine,To Parking
F08_169014,NODE_F08_MZ_ELE1_TP,NODE_F08_MZ_ELE1_BT,5,1,8.495243429,180,,,,,
F08_169015,NODE_F08_MZ_ELE1_BT,NODE_F08_MZ,1,1,48.80559711,33,,,,To Trains,Southern Ave Station Wheelchair Accessible Elevator to Bridge
F08_169016,ENT_F08_SE,NODE_F08_MZ,1,1,20.67293066,14,,,,,
F08_169017,ENT_F08_NW,NODE_F08_MZ,1,1,39.98343131,9,,,,,
F08_169018,NODE_F08_MZ,NODE_F08_MZ_FG_UNPAID,1,1,28.801393,6,,,,,"Parking Structure, HOV and Kiss and Ride Parking/Bus Bays A thru H, Bus Bays J thru P"
F08_169019,NODE_F08_MZ_FG_UNPAID,NODE_F08_MZ_FG_PAID,6,0,4.346797475,5,,,,,
F08_169020,NODE_F08_MZ_FG_PAID,NODE_F08_MZ_FG_UNPAID,7,0,4.346797475,5,,,,,
F08_169021,NODE_F08_MZ_FG_PAID,NODE_F08_MZ_ELE2_TP,1,1,71.13559919,15,,,,Southern Ave Station Wheelchair Accessible Elevator to Platform,
F08_169022,NODE_F08_MZ_ELE2_TP,NODE_F08_MZ_ELE2_BT,5,1,14.98099968,180,,,,,
F08_169023,NODE_F08_MZ_ELE2_BT,PLF_F08_GR_BRANCH_AVE,1,1,163.6185665,36,,,,,Southern Ave Station Wheelchair Accessible Elevator to Mezzanine
F08_169024,NODE_F08_MZ_ELE2_BT,PLF_F08_GR_GREENBELT,1,1,167.8063867,36,,,,,Southern Ave Station Wheelchair Accessible Elevator to Mezzanine
F08_169027,NODE_F08_MZ_FG_PAID,NODE_F08_STAIR_TP,1,1,80.79071935,18,,,,,Southern Ave Station Wheelchair Accessible Elevator to Platform
F08_169028,NODE_F08_STAIR_TP,NODE_F08_STAIR_BT,2,1,32.51990249,22,36,,,To Trains,"Bus Bays J thru P, Parking/Bus Bays A thru H"
F08_169029,NODE_F08_STAIR_BT,PLF_F08_GR_BRANCH_AVE,1,1,98.76587788,21,,,,,
F08_169030,NODE_F08_STAIR_BT,PLF_F08_GR_GREENBELT,1,1,98.66367192,21,,,,,
F08_169031,NODE_F08_MZ_FG_PAID,NODE_F08_MZ_ESC2_TP,1,1,146.9786266,32,,,,To Trains,
F08_169032,NODE_F08_MZ_FG_PAID,NODE_F08_STAIR_TP,1,1,97.90320366,21,,,,,Southern Ave Station Wheelchair Accessible Elevator to Platform
F08_169033,NODE_F08_MZ_FG_PAID,NODE_F08_MZ_ESC2_TP,1,1,170.4728342,37,,,,To Trains,
F08_169034,NODE_F08_MZ_ESC2_TP,NODE_F08_MZ_ESC2_BT,4,0,60.54340878,30,,,,,Bus Bays J thru P Parking/Bus Bays A thru H
F08_169035,NODE_F08_MZ_ESC2_BT,NODE_F08_MZ_ESC2_TP,4,0,60.54310598,30,,,,Bus Bays J thru P Parking/Bus Bays A thru H,
F08_169036,NODE_F08_MZ_ESC2_BT,PLF_F08_GR_GREENBELT,1,1,8.600637395,2,,,,,
F08_169038,NODE_F08_MZ_ESC2_BT,PLF_F08_GR_BRANCH_AVE,1,1,8.824228594,2,,,,,
F08_169025,PLF_F08_GR_GREENBELT,PF_F08_C,1,1,34.47180032,7,,,,,
F08_169026,PLF_F08_GR_BRANCH_AVE,PF_F08_C,1,1,33.70487542,7,,,,,
F07_168010,ENT_F07_S,NODE_F07_S_ESC_BT,4,0,145.4400584,73,,,,Congress Heights Station,
F07_168011,NODE_F07_S_ESC_BT,ENT_F07_S,4,0,145.4390164,73,,,,,Congress Heights Station
F07_168012,NODE_F07_S_ESC_BT,NODE_F07_MZ,1,1,34.03809166,7,,,,To Trains,"Elevator, Buses, Parking, Arena/Alabama Ave"
F07_168013,ENT_F07_N,NODE_F07_ELE1_TP,1,1,175.0450808,38,,,,Congress Heights Station Elevator to Mezzanine,
F07_168014,NODE_F07_ELE1_TP,NODE_F07_ELE1_BT,5,1,7.620618905,180,,,,,
F07_168015,NODE_F07_ELE1_BT,NODE_F07_MZ,1,1,101.2707001,22,,,,To Trains,Congress Heights Station Elevator to Surface
F07_168016,ENT_F07_N,NODE_F07_N_ESC_BT,4,0,159.8385524,80,,,,Congress Heights Station,
F07_168017,NODE_F07_N_ESC_BT,ENT_F07_N,4,0,151.5060275,76,,,,,Congress Heights Station
F07_168018,ENT_F07_N,NODE_F07_N_ESC_BT,2,1,159.6457054,106,54,,,Congress Heights Station,
F07_168019,NODE_F07_N_ESC_BT,NODE_F07_MZ,1,1,98.00712533,21,,,,To Trains,Elevator to Surface/To Buses & Parking
F07_168020,NODE_F07_MZ,NODE_F07_MZ_FG_UNPAID,1,1,28.84443874,6,,,,,
F07_168021,NODE_F07_MZ_FG_UNPAID,NODE_F07_MZ_FG_PAID,6,0,5.98840468,5,,,,,
F07_168022,NODE_F07_MZ_FG_PAID,NODE_F07_MZ_FG_UNPAID,7,0,5.98840468,5,,,,,
F07_168023,NODE_F07_MZ_FG_PAID,NODE_F07_ELE2_TP,1,1,55.02762214,12,,,,Congress Heights Station Elevator to Platform,Green Line Branch/Green Line Greenbelt
F07_168024,NODE_F07_ELE2_TP,NODE_F07_ELE2_BT,5,1,11.36251925,180,,,,,
F07_168025,NODE_F07_ELE2_BT,NODE_F07_MZ_STAIR1_BT,1,1,63.17168308,14,,,,Branch Ave/Greenbelt,Congress Heights Station Elevator to Mezzanine
F07_168026,NODE_F07_ELE2_BT,NODE_F07_MZ_STAIR1_BT,1,1,66.45179834,14,,,,Branch Ave/Greenbelt,Congress Heights Station Elevator to Mezzanine
F07_168027,NODE_F07_MZ_FG_PAID,NODE_F07_MZ_STAIR1_TP,1,1,61.76809961,13,,,,Green Line Branch/Green Line Greenbelt,
F07_168028,NODE_F07_MZ_STAIR1_TP,NODE_F07_MZ_STAIR1_BT,2,1,27.03209608,18,24,,,Branch Ave/Greenbelt,
F07_168029,NODE_F07_MZ_FG_PAID,NODE_F07_MZ_ESC_TP,1,1,183.1727909,40,,,,Green Line Branch/Green Line Greenbelt,
F07_168030,NODE_F07_MZ_ESC_TP,NODE_F07_MZ_ESC_BT,4,0,55.70861932,28,,,,,
F07_168031,NODE_F07_MZ_ESC_BT,NODE_F07_MZ_ESC_TP,4,0,55.7121444,28,,,,,
F07_168032,NODE_F07_MZ_ESC_BT,PLF_F07_GR_BRANCH_AVE,1,1,7.718910191,2,,,,,
F07_168034,NODE_F07_MZ_ESC_BT,PLF_F07_GR_GREENBELT,1,1,7.632938268,2,,,,"Green Line Branch/ Wheelchair Accessible Elevator, Exit",
F07_168036,NODE_F07_MZ_STAIR1_BT,PLF_F07_GR_BRANCH_AVE,1,1,152.5414844,33,,,,,To Mezzanine
F07_168037,NODE_F07_MZ_STAIR1_BT,PLF_F07_GR_GREENBELT,1,1,152.4408804,33,,,,,To Mezzanine
F07_168033,PLF_F07_GR_BRANCH_AVE,PF_F07_C,1,1,53.68652528,12,,,,,
F07_168035,PLF_F07_GR_GREENBELT,PF_F07_C,1,1,51.10352988,11,,,,,
F06_167110,ENT_F06_S2,NODE_F06_MZ_S,1,1,31.9694817,7,,,,,Buses
F06_167111,ENT_F06_S1,NODE_F06_MZ_S,1,1,30.32334629,7,,,,,Howard Rd
F06_167112,NODE_F06_MZ_S,NODE_F06_MZ_FG_S_UNPAID,1,1,4.235029308,1,,,,,
F06_167113,NODE_F06_MZ_FG_S_UNPAID,NODE_F06_MZ_FG_S_PAID,6,0,3.324185348,5,,,,,
F06_167114,NODE_F06_MZ_FG_S_PAID,NODE_F06_MZ_FG_S_UNPAID,7,0,3.324185348,5,,,,,
F06_167115,NODE_F06_MZ_FG_S_PAID,NODE_F06_MZ_ESC_S_TP,1,1,28.6826875,6,,,,,
F06_167116,NODE_F06_MZ_ESC_S_TP,NODE_F06_MZ_ESC_S_BT,4,0,80.58918682,40,,,,,
F06_167117,NODE_F06_MZ_ESC_S_BT,NODE_F06_MZ_ESC_S_TP,4,0,80.26259322,40,,,,,
F06_167118,NODE_F06_MZ_FG_S_PAID,NODE_F06_MZ_ELE_S_TP,1,1,55.25679,12,,,,Wheelchair Accessible Elevator,
F06_167119,NODE_F06_MZ_ELE_S_TP,NODE_F06_MZ_ELE_S_BT,5,1,8.782759073,180,,,,,
F06_167120,NODE_F06_MZ_ESC_S_BT,PLF_F06_GR_BRANCH_AVE,1,1,10.05903404,2,,,,,
F06_167122,NODE_F06_MZ_ESC_S_BT,PLF_F06_GR_GREENBELT,1,1,13.76703595,3,,,,,
F06_167124,NODE_F06_MZ_ELE_S_BT,PLF_F06_GR_GREENBELT,1,1,55.93939861,12,,,,,Wheelchair Accessible Elevator
F06_167125,ENT_F06_N,NODE_F06_MZ_FG_N_UNPAID,1,1,63.38825893,14,,,,,
F06_167126,NODE_F06_MZ_FG_N_UNPAID,NODE_F06_MZ_FG_N_PAID,6,0,3.253997777,5,,,,,
F06_167127,NODE_F06_MZ_FG_N_PAID,NODE_F06_MZ_FG_N_UNPAID,7,0,3.253997777,5,,,,,
F06_167128,NODE_F06_MZ_FG_N_PAID,NODE_F06_MZ_ESC_N_TP,1,1,42.72425428,9,,,,,
F06_167129,NODE_F06_MZ_ESC_N_TP,NODE_F06_MZ_ESC_N_BT,4,0,83.82656105,42,,,,,
F06_167130,NODE_F06_MZ_ESC_N_BT,NODE_F06_MZ_ESC_N_TP,4,0,82.48431516,41,,,,,
F06_167131,NODE_F06_MZ_ESC_N_TP,NODE_F06_MZ_ELV_N_TP,1,1,56.29404781,12,,,,Wheelchair Accessible Elevator,
F06_167132,NODE_F06_MZ_ELV_N_TP,NODE_F06_MZ_ELV_N_BT,5,1,8.516213056,180,,,,,
F06_167133,NODE_F06_MZ_ELV_N_BT,NODE_F06_MZ_ESC_N_BT,1,1,40.33576029,9,,,,,
F06_167134,NODE_F06_MZ_ELV_N_BT,PLF_F06_GR_BRANCH_AVE,1,1,641.7909796,140,,,,Howard Rd/Buses/Wheelchair Accessible,Parking/Kiss and Ride/Wheelchair Accessible
F06_167135,NODE_F06_MZ_ESC_N_BT,PLF_F06_GR_GREENBELT,1,1,623.0776501,135,,,,Howard Rd/Buses/Wheelchair Accessible,Parking/Kiss and Ride/Wheelchair Accessible
F06_167121,PLF_F06_GR_BRANCH_AVE,PF_F06_C,1,1,316.6065658,69,,,,,
F06_167123,PLF_F06_GR_GREENBELT,PF_F06_C,1,1,314.6632631,68,,,,,
F05_166110,ENT_F05_E,NODE_F05_ESC4_BT,4,0,88.44688041,44,,,,Navy Yard Station,
F05_166111,NODE_F05_ESC4_BT,ENT_F05_E,4,0,84.46389833,42,,,,,Navy Yard Station
F05_166112,NODE_F05_ESC4_BT,NODE_F05_MZ_FG_E_UNPAID,1,1,140.8905347,31,,,,,
F05_166114,ENT_F05_E_EL,NODE_F05_ELE3_TP,1,1,4.355584281,1,,,,Wheelchair Accessible Elevator,
F05_166115,NODE_F05_ELE3_TP,NODE_F05_ELE3_BT,5,1,9.817259181,180,,,,,
F05_166116,NODE_F05_ELE3_BT,NODE_F05_MZ_FG_E_UNPAID,1,1,125.6067745,27,,,,Wheelchair Accessible Elevator to Trains,Elevator to Street
F05_166117,NODE_F05_MZ_FG_E_UNPAID,NODE_F05_MZ_FG_E_PAID,6,0,3.277559742,5,,,,,
F05_166118,NODE_F05_MZ_FG_E_PAID,NODE_F05_MZ_FG_E_UNPAID,7,0,3.277559742,5,,,,,
F05_166119,NODE_F05_MZ_FG_E_PAID,NODE_F05_ELE4_TP,1,1,60.46844871,13,,,,Wheelchair Accessible Elevator,
F05_166120,NODE_F05_ELE4_TP,NODE_F05_ELE4_BT,5,1,9.699455664,180,,,,,
F05_166121,NODE_F05_ELE4_BT,PLF_F05_GR_BRANCH_AVE,1,1,72.62036086,16,,,,US Department of Transportation/Ballpark & Soccer Stadium,New Jersey Ave
F05_166122,NODE_F05_ELE4_BT,PLF_F05_GR_GREENBELT,1,1,75.00620276,16,,,,Green Line/Ballpark & Soccer Stadium,New Jersey Ave
F05_166123,NODE_F05_MZ_FG_W_PAID,NODE_F05_ESC3_TP,1,1,72.33885108,16,,,,Green Line Greenbelt/ Green Line Branch Ave,
F05_166124,NODE_F05_ESC3_TP,NODE_F05_ESC3_BT,2,1,49.36383725,33,24,,,,
F05_166125,NODE_F05_ESC3_BT,NODE_F05_ESC3_TP,4,0,51.28031907,26,,,,,
F05_166126,NODE_F05_ESC3_BT,PLF_F05_GR_GREENBELT,1,1,10.80597496,2,,,,Green Line to Greenbelt,
F05_166128,NODE_F05_ESC3_BT,PLF_F05_GR_BRANCH_AVE,1,1,11.82221929,3,,,,Green Line to Branch Ave,
F05_166130,ENT_F05_W,NODE_F05_MZ_FG_W_UNPAID,1,1,68.65650805,15,,,,,Nationals Park/M Street
F05_166131,NODE_F05_MZ_FG_W_UNPAID,NODE_F05_MZ_FG_W_PAID,6,0,6.15484459,5,,,,,
F05_166132,NODE_F05_MZ_FG_W_PAID,NODE_F05_MZ_FG_W_UNPAID,7,0,6.15484459,5,,,,,
F05_166133,NODE_F05_MZ_FG_W_PAID,NODE_F05_MZ,1,1,32.15350306,7,,,,To Trains,Nationals Ballpark
F05_166134,NODE_F05_MZ,NODE_F05_ELE1_TP,1,1,22.32935714,5,,,,Elevator to Mezzanine,
F05_166135,NODE_F05_ELE1_TP,NODE_F05_ELE1_BT,5,1,7.378594182,180,,,,,
F05_166136,NODE_F05_ELE1_BT,NODE_F05_ELE2_TP,1,1,263.599106,57,,,,Elevator to Trains,Elevator to Street
F05_166137,NODE_F05_MZ,NODE_F05_ESC1_TP,1,1,63.02973804,14,,,,,
F05_166138,NODE_F05_ESC1_TP,NODE_F05_ESC1_BT,4,0,125.5882432,63,,,,Navy Yard Station,
F05_166139,NODE_F05_ESC1_BT,NODE_F05_ESC1_TP,4,0,121.6315267,61,,,,,
F05_166140,NODE_F05_ESC1_BT,NODE_F05_STAIR2_TP,1,1,81.30478065,18,,,,,Nationals Ballpark
F05_166141,NODE_F05_STAIR2_TP,NODE_F05_STAIR2_BT,2,1,27.77094184,19,24,,,,
F05_166142,NODE_F05_STAIR2_BT,NODE_F05_ESC2_BT,1,1,130.8404281,28,,,,US Department of Transportation/Ballpark & Soccer Stadium/ New Jersey Ave,
F05_166143,NODE_F05_STAIR2_BT,NODE_F05_ESC2_BT,1,1,129.7841464,28,,,,Green Line/New Jersey Ave,
F05_166144,NODE_F05_ELE2_TP,NODE_F05_ELE2_BT,5,1,11.28770876,180,,,,,
F05_166145,NODE_F05_ELE2_BT,NODE_F05_ESC2_BT,1,1,112.5646188,24,,,,New Jersey Ave,Ballpark & Soccer Stadium
F05_166146,NODE_F05_ELE2_BT,NODE_F05_ESC2_BT,1,1,116.1966549,25,,,,New Jersey Ave,Ballpark & Soccer Stadium
F05_166147,NODE_F05_ESC1_BT,NODE_F05_ESC2_TP,1,1,162.4901277,35,,,,Green Line Greenbelt/Branch Ave,
F05_166148,NODE_F05_ESC2_TP,NODE_F05_ESC2_BT,4,0,55.36897981,28,,,,,
F05_166149,NODE_F05_ESC2_BT,NODE_F05_ESC2_TP,4,0,55.36897981,28,,,,,
F05_166150,NODE_F05_ESC2_BT,PLF_F05_GR_GREENBELT,1,1,294.2199194,64,,,,Green Line Greenbelt,
F05_166151,NODE_F05_ESC2_BT,PLF_F05_GR_BRANCH_AVE,1,1,292.7456634,64,,,,Green Line Branch Ave,
F05_166153,ENT_F05_E_EL,ENT_F05_E,1,1,138.3304418,30,,,,,
F05_166127,PLF_F05_GR_BRANCH_AVE,PF_F05_C,1,1,168.9615914,37,,,,,
F05_166129,PLF_F05_GR_GREENBELT,PF_F05_C,1,1,169.7217933,37,,,,,
F04_165110,ENT_F04_M,NODE_F04_MZ_ESC1_BT,4,0,107.6238298,54,,,,Waterfront-SEU,
F04_165111,NODE_F04_MZ_ESC1_BT,ENT_F04_M,4,0,103.4906643,52,,,,,
F04_165112,NODE_F04_MZ_ESC1_BT,NODE_F04_MZ_FG_UNPAID,1,1,112.4738843,24,,,,,
F04_165113,ENT_F04_M,ENT_F04_EL,1,1,242.1588411,53,,,,,
F04_165114,ENT_F04_EL,NODE_F04_ELV1_TP,1,1,11.72569841,3,,,,Wheelchair Accessible Elevator,
F04_165115,NODE_F04_ELV1_TP,NODE_F04_ELV1_BT,5,1,3.798556994,180,,,,,
F04_165116,NODE_F04_ELV1_BT,NODE_F04_MZ_FG_UNPAID,1,1,123.8465527,27,,,,,Wheelchair Accessible Elevator
F04_165117,NODE_F04_MZ_FG_UNPAID,NODE_F04_MZ_FG_PAID,6,0,3.286840022,5,,,,,
F04_165118,NODE_F04_MZ_FG_PAID,NODE_F04_MZ_FG_UNPAID,7,0,3.697426811,5,,,,,
F04_165119,NODE_F04_MZ_FG_PAID,NODE_F04_MZ_ESC2_TP,1,1,84.03705316,18,,,,Green Line Greenbelt/Green Line Branch Ave,
F04_165120,NODE_F04_MZ_ESC2_TP,NODE_F04_MZ_ESC2_BT,4,0,45.89789819,23,,,,,
F04_165121,NODE_F04_MZ_ESC2_BT,NODE_F04_MZ_ESC2_TP,4,0,45.89291493,23,,,,,
F04_165122,NODE_F04_MZ_ESC2_BT,PLF_F04_GR_GREENBELT,1,1,10.02742651,2,,,,Green Line Greenbelt,
F04_165124,NODE_F04_MZ_ESC2_BT,PLF_F04_GR_BRANCH_AVE,1,1,9.371915211,2,,,,Green Line Branch Ave,
F04_165126,NODE_F04_MZ_FG_PAID,NODE_F04_MZ_STAIR_TP,1,1,50.39999324,11,,,,Green Line Branch Ave,
F04_165127,NODE_F04_MZ_STAIR_TP,NODE_F04_MZ_STAIR_BT,2,1,24.53806002,16,22,,,,
F04_165128,NODE_F04_MZ_FG_PAID,NODE_F04_MZ_ELV2_TP,1,1,45.8678286,10,,,,Green Line Greenbelt/Wheelchair Accessible Elevator,
F04_165129,NODE_F04_MZ_ELV2_TP,NODE_F04_MZ_ELV2_BT,5,1,7.221771807,180,,,,,
F04_165130,NODE_F04_MZ_ELV2_BT,NODE_F04_MZ_STAIR_BT,1,1,39.88175745,9,,,,Green Line to Greenbelt,
F04_165131,NODE_F04_MZ_STAIR_BT,PLF_F04_GR_BRANCH_AVE,1,1,192.9477178,42,,,,Green Line to Branch Ave,Wheelchair Accessible
F04_165132,NODE_F04_MZ_STAIR_BT,PLF_F04_GR_GREENBELT,1,1,198.9473849,43,,,,Green Line Greenbelt,Wheelchair Accessible
F04_165123,PLF_F04_GR_BRANCH_AVE,PF_F04_C,1,1,104.3301379,23,,,,,
F04_165125,PLF_F04_GR_GREENBELT,PF_F04_C,1,1,105.475032,23,,,,,
F02_164110,ENT_F02_M,NODE_F02_MZ_ESC1_BT,4,0,86.881051,43,,,,Archives-Navy Memorial-Penn Quarter Station,
F02_164111,NODE_F02_MZ_ESC1_BT,ENT_F02_M,4,0,81.65024132,41,,,,,Archives-Navy Memorial-Penn Quarter Station
F02_164112,NODE_F02_MZ_ESC1_BT,NODE_F02_FG_UNPAID,1,1,97.66968377,21,,,,,
F02_164114,ENT_F02_EL,NODE_F02_ELE1_TP,1,1,6.571848473,1,,,,Archives Station Elevator to Mezzanine,
F02_164115,NODE_F02_ELE1_TP,NODE_F02_ELE1_BT,5,1,9.956697096,180,,,,,
F02_164116,NODE_F02_ELE1_BT,NODE_F02_FG_UNPAID,1,1,62.7169941,14,,,,,Elevator to Street
F02_164117,NODE_F02_FG_UNPAID,NODE_F02_FG_PAID,6,0,3.247859339,5,,,,,
F02_164118,NODE_F02_FG_PAID,NODE_F02_FG_UNPAID,7,0,3.247859339,5,,,,,
F02_164119,NODE_F02_FG_PAID,NODE_F02_MZ_ELE2_TP,1,1,61.59557733,13,,,,Elevator,
F02_164120,NODE_F02_MZ_ELE2_TP,NODE_F02_MZ_ELE2_BT,5,1,10.11384401,180,,,,,
F02_164121,NODE_F02_MZ_ELE2_BT,PLF_F02_GR_YL_BRANCH_AVE_HUNTINGTON,1,1,190.0550305,41,,,,Green Line Branch Ave/Yellow Line Huntington,Wheelchair Accessible Elevator
F02_164122,NODE_F02_MZ_ELE2_BT,PLF_F02_GR_YL_GREENBELT_FORT_TOTTEN,1,1,194.5664081,42,,,,Green Line Greenbelt/Yellow Line Fort Totten,Wheelchair Accessible Elevator
F02_164123,NODE_F02_FG_PAID,NODE_F02_MZ_ESC_TP,1,1,105.2703278,23,,,,Green/Yellow Lines Archives,
F02_164124,NODE_F02_FG_PAID,NODE_F02_MZ_ESC_TP,1,1,123.7528533,27,,,,Green/Yellow Lines Archives,
F02_164125,NODE_F02_MZ_ESC_TP,NODE_F02_MZ_ESC_BT,4,0,48.78695448,24,,,,,
F02_164126,NODE_F02_MZ_ESC_BT,NODE_F02_MZ_ESC_TP,4,0,48.78671626,24,,,,,
F02_164127,NODE_F02_MZ_ESC_BT,PLF_F02_GR_YL_BRANCH_AVE_HUNTINGTON,1,1,11.62963295,3,,,,Yellow Line Huntington/Green Line Branch Ave,
F02_164129,NODE_F02_MZ_ESC_BT,PLF_F02_GR_YL_GREENBELT_FORT_TOTTEN,1,1,11.9443095,3,,,,Yellow Line Fort Totten/Green Line Greenbelt,
F02_164128,PLF_F02_GR_YL_BRANCH_AVE_HUNTINGTON,PF_F02_C,1,1,116.3259427,25,,,,,
F02_164130,PLF_F02_GR_YL_GREENBELT_FORT_TOTTEN,PF_F02_C,1,1,116.4703121,25,,,,,
E10_163110,ENT_E10_W,NODE_E10_MZ,1,1,302.2183802,66,,,,Metro Station,Commuter Rail/Exit
E10_163111,ENT_E10_E,NODE_E10_MZ,1,1,85.32849867,19,,,,Greenbelt Station,
E10_163112,NODE_E10_MZ,NODE_E10_MZ_FG_UNPAID,1,1,11.26321953,2,,,,,
E10_163113,NODE_E10_MZ_FG_UNPAID,NODE_E10_MZ_FG_PAID,6,0,5.863792156,5,,,,,
E10_163114,NODE_E10_MZ_FG_PAID,NODE_E10_MZ_FG_UNPAID,7,0,5.863792156,5,,,,,
E10_163121,NODE_E10_MZ_ELV_TP,NODE_E10_PLATFORM,1,1,16.86543734,4,,,,YL Huntington/GR Branch Ave,Wheelchair Accessible Elevator
E10_163122,NODE_E10_MZ_ESC_N_TP,NODE_E10_PLATFORM,1,1,99.84477207,22,,,,YL Huntington/GR Branch Ave,
E10_163123,NODE_E10_MZ_ESC_S_TP,NODE_E10_PLATFORM,1,1,118.8537146,26,,,,YL Huntington/GR Branch Ave,
E10_163125,NODE_E10_MZ_FG_PAID,NODE_E10_MZ_ESC_N_BT,1,1,69.35454951,15,,,,Green Line/Yellow Line All Trains,
E10_163126,NODE_E10_MZ_ESC_N_BT,NODE_E10_MZ_ESC_N_TP,4,0,66.9149048,33,,,,,
E10_163127,NODE_E10_MZ_ESC_N_TP,NODE_E10_MZ_ESC_N_BT,2,1,67.07772633,45,38,,,,
E10_163128,NODE_E10_MZ_FG_PAID,NODE_E10_MZ_ELV_BT,1,1,74.39283345,16,,,,,
E10_163129,NODE_E10_MZ_ELV_BT,NODE_E10_MZ_ELV_TP,5,1,8.480551166,180,,,,,
E10_163130,NODE_E10_MZ_FG_PAID,NODE_E10_MZ_ESC_S_BT,1,1,73.77694367,16,,,,,
E10_163131,NODE_E10_MZ_ESC_S_BT,NODE_E10_MZ_ESC_S_TP,2,1,68.05447829,45,38,,,Green Line/Yellow Line All Trains,
E10_163132,NODE_E10_MZ_ESC_S_TP,NODE_E10_MZ_ESC_S_BT,4,0,67.86440351,34,,,,,
E10_163124,NODE_E10_PLATFORM,PF_E10_C,1,1,18.0068232,4,,,,,
E09_162113,NODE_E09_ELV_E_TP,NODE_E09_ELV_E_BT,5,1,6.865325069,180,,,,,
E09_162119,NODE_E09_ELE_W_TP,NODE_E09_ELE_W_BT,5,1,2.977922124,180,,,,,
E09_162120,NODE_E09_ELE_W_BT,NODE_E09_ESC_W_BT,1,1,23.56685025,5,,,,,Wheelchair Accessible Elevator
E09_162121,NODE_E09_ESC_W_BT,NODE_E09_MZ_FG_UNPAID,1,1,76.38485648,17,,,,College Park-U of Md Station,"East Kiss and Ride, Buses, Parking"
E09_162122,NODE_E09_MZ_FG_UNPAID,NODE_E09_MZ_FG_PAID,6,0,6.372810885,5,,,,,
E09_162123,NODE_E09_MZ_FG_PAID,NODE_E09_MZ_FG_UNPAID,7,0,6.372810885,5,,,,,
E09_162124,NODE_E09_MZ_FG_PAID,NODE_E09_MZ_ESC_S_BT,1,1,61.58039255,13,,,,,
E09_162125,NODE_E09_MZ_ESC_S_BT,NODE_E09_MZ_ESC_S_TP,2,1,72.04069481,48,40,,,Green Line Greenbelt/Branch Ave,
E09_162126,NODE_E09_MZ_ESC_S_TP,NODE_E09_MZ_ESC_S_BT,4,0,71.64194092,36,,,,,
E09_162127,NODE_E09_MZ_FG_PAID,NODE_E09_MZ_ELV_BT,1,1,59.72976858,13,,,,Wheelchair Accesible Elevator,
E09_162128,NODE_E09_MZ_ELV_BT,NODE_E09_MZ_ELV_TP,5,1,10.72702005,180,,,,,
E09_162129,NODE_E09_MZ_ELV_TP,PLF_E09_GR_YL_BRANCH_AVE_HUNTINGTON,1,1,8.924824753,2,,,,Yellow Line/Green Line,Wheelchair Accesible Elevator
E09_162130,NODE_E09_MZ_ELV_TP,PLF_E09_GR_YL_GREENBELT,1,1,16.16266164,4,,,,Yellow Line/Green Line,Wheelchair Accesible Elevator
E09_162131,NODE_E09_MZ_ESC_S_TP,PLF_E09_GR_YL_GREENBELT,1,1,95.92945346,21,,,,,
E09_162132,NODE_E09_MZ_ESC_S_TP,PLF_E09_GR_YL_BRANCH_AVE_HUNTINGTON,1,1,96.05662737,21,,,,,
E09_162133,NODE_E09_MZ_FG_PAID,NODE_E09_MZ_ESC_N_BT,1,1,87.76787557,19,,,,,
E09_162134,NODE_E09_MZ_ESC_N_BT,NODE_E09_MZ_ESC_N_TP,4,0,70.82932183,35,,,,Green Line Branch Ave/Greenbelt,
